"Types of Crops","musym.x","mukey","cokey","muname","taxorder","compname","slope.r","slopegradwta","slope.l","slope.h","localphase","erokind","erocl","tfact","Kfact","wei","niccdcd","hydgrp","soilslippot","drainagecl","drclassdcd","awc","aws025wta","aws0150wta","flodfreqcl","floddurcl","pondfreqcl","ponddurcl","flodfreqdcd","flodfreqmax","pondfreqprs","iacornsr","ph","ph_l","ph_h","cec7","gypsum","ksat","ec","sar","caco3","om","ptotal","soilTextdes","Soil Types","Rooting Depth","pH-Level","Temperature Tolerances","ph_L","ph_H","Boron","Copper","Zinc","Molybdenum","Iron","Manganese","Soil Boron","Soil Magnesium","Storage Life","Crop Maturity Late Variety","Crop Maturity Early Variety (days)","Storage Humidity (%)","Storage Temp (  ̊F)","Base Temp in F","Nitrogen","Example","Year","Month","Flags","FlagDesc"
"Lettuce","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.32,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.22,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.8,6.1,7.3,29.5,0,0.92,0,0,0,9,NA,"Silty clay loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",5,3,"August-November",3,"soil texture does not match, this soil's organic matter percent could be an issue, this soil's drainage may be limited"
"Lettuce","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.32,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.22,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.8,6.1,7.3,29.5,0,0.92,0,0,0,9,NA,"Silty clay loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",3,1,"April-June",3,"soil texture does not match, this soil's organic matter percent could be an issue, this soil's drainage may be limited"
"Lettuce","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.24,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.21,5.01,27.46,"None","","None","","None","None",0,89,6.2,5.6,7.3,21.3,0,9.17,0,0,0,3.5,NA,"Loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",5,3,"August-November",1,"soil texture does not match"
"Lettuce","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.24,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.21,5.01,27.46,"None","","None","","None","None",0,89,6.2,5.6,7.3,21.3,0,9.17,0,0,0,3.5,NA,"Loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",3,1,"April-June",1,"soil texture does not match"
"Oats","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.288,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.178,4.63,27.18,"None","","None","","None","None",15,84,7.78,7.5,8.04,21.62,0,4.09,0,0,13,3.35,NA,"Clay loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,0,"Fall",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Oats","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.288,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.178,4.63,27.18,"None","","None","","None","None",15,84,7.78,7.5,8.04,21.62,0,4.09,0,0,13,3.35,NA,"Clay loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,4,"September-November",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Oats","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.293333333333333,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.176666666666667,4.55,26.66,"None","","None","","None","None",8,86,6.9,5.76666666666667,7.46666666666667,26.2,0,2.82,0,0,0,4.5,NA,"Clay loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,0,"Fall",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Oats","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.293333333333333,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.176666666666667,4.55,26.66,"None","","None","","None","None",8,86,6.9,5.76666666666667,7.46666666666667,26.2,0,2.82,0,0,0,4.5,NA,"Clay loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,4,"September-November",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Oats","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.3,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.1775,4.58,26.8,"None","","None","","None","None",5,89,6.75,6.3,7.575,22.475,0,4.4075,0,0,3.75,2.875,NA,"Clay loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,0,"Fall",2,"pH does not fit into range, soil texture does not match"
"Oats","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.3,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.1775,4.58,26.8,"None","","None","","None","None",5,89,6.75,6.3,7.575,22.475,0,4.4075,0,0,3.75,2.875,NA,"Clay loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,4,"September-November",2,"pH does not fit into range, soil texture does not match"
"Oats","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.266666666666667,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.83333333333333,7.13333333333333,8.4,21.2,0,4.93666666666667,0,0,25,4.5,NA,"Clay loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,0,"Fall",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Oats","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.266666666666667,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.83333333333333,7.13333333333333,8.4,21.2,0,4.93666666666667,0,0,25,4.5,NA,"Clay loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,4,"September-November",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Oats","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.29,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.1875,5.01,27.46,"None","","None","","None","None",0,89,6.75,6.3,7.575,18.975,0,9.17,0,0,3.75,1.75,NA,"Loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,0,"Fall",2,"pH does not fit into range, this soil's organic matter percent could be an issue"
"Oats","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.29,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.1875,5.01,27.46,"None","","None","","None","None",0,89,6.75,6.3,7.575,18.975,0,9.17,0,0,3.75,1.75,NA,"Loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,4,"September-November",2,"pH does not fit into range, this soil's organic matter percent could be an issue"
"Oats","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.29,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.1875,5.01,27.46,"None","","None","","None","None",0,89,6.75,6.3,7.575,18.975,0,9.17,0,0,3.75,1.75,NA,"Loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,0,"Fall",2,"pH does not fit into range, this soil's organic matter percent could be an issue"
"Oats","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.29,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.1875,5.01,27.46,"None","","None","","None","None",0,89,6.75,6.3,7.575,18.975,0,9.17,0,0,3.75,1.75,NA,"Loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,4,"September-November",2,"pH does not fit into range, this soil's organic matter percent could be an issue"
"Oats","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.336666666666667,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.21,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.96666666666667,6.43333333333333,7.46666666666667,28.8666666666667,0,0.92,0,0,0,5.5,NA,"Silty clay loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,0,"Fall",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Oats","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.336666666666667,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.21,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.96666666666667,6.43333333333333,7.46666666666667,28.8666666666667,0,0.92,0,0,0,5.5,NA,"Silty clay loam","Loam","Deep (>36 inches)","4.5-6.0","Cool-season (Hardy)","4.5","6.0","Low","Low","Low","Low","Medium","Low","Tolerant",NA,"1-2 years",NA,NA,NA,NA,50,"Apply 50-70 lb/A of N in the spring.",1,4,"September-November",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Onion","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.24,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.21,5.01,27.46,"None","","None","","None","None",0,89,6.2,5.6,7.3,21.3,0,9.17,0,0,0,3.5,NA,"Loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",1,1,"April-August",1,"soil texture does not match"
"Onion","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.24,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.21,5.01,27.46,"None","","None","","None","None",0,89,6.2,5.6,7.3,21.3,0,9.17,0,0,0,3.5,NA,"Loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",3,3,"May-September",1,"soil texture does not match"
"Onion","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.28,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.63,27.18,"None","","None","","None","None",15,84,7.5,7.4,7.8,25,0,2.82,0,0,13,7,NA,"Clay loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",1,1,"April-August",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Onion","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.28,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.63,27.18,"None","","None","","None","None",15,84,7.5,7.4,7.8,25,0,2.82,0,0,13,7,NA,"Clay loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",3,3,"May-September",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Onion","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.32,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.22,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.8,6.1,7.3,29.5,0,0.92,0,0,0,9,NA,"Silty clay loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",1,1,"April-August",3,"soil texture does not match, this soil's organic matter percent could be an issue, this soil's drainage may be limited"
"Onion","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.32,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.22,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.8,6.1,7.3,29.5,0,0.92,0,0,0,9,NA,"Silty clay loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",3,3,"May-September",3,"soil texture does not match, this soil's organic matter percent could be an issue, this soil's drainage may be limited"
"Onion","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.28,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.55,26.66,"None","","None","","None","None",8,86,6.5,5.6,7.3,28.1,0,2.82,0,0,0,7,NA,"Clay loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",1,1,"April-August",2,"soil texture does not match, this soil's drainage may be limited"
"Onion","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.28,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.55,26.66,"None","","None","","None","None",8,86,6.5,5.6,7.3,28.1,0,2.82,0,0,0,7,NA,"Clay loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",3,3,"May-September",2,"soil texture does not match, this soil's drainage may be limited"
"Onion","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.24,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.5,6.6,8.4,23.5,0,2.82,0,0,25,7,NA,"Clay loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",1,1,"April-August",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Onion","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.24,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.5,6.6,8.4,23.5,0,2.82,0,0,25,7,NA,"Clay loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",3,3,"May-September",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Onion","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.28,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.18,4.58,26.8,"None","","None","","None","None",5,89,6.2,5.6,7.3,25.6,0,2.82,0,0,0,6,NA,"Clay loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",1,1,"April-August",1,"soil texture does not match"
"Onion","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.28,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.18,4.58,26.8,"None","","None","","None","None",5,89,6.2,5.6,7.3,25.6,0,2.82,0,0,0,6,NA,"Clay loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",3,3,"May-September",1,"soil texture does not match"
"Onion","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.24,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.21,5.01,27.46,"None","","None","","None","None",0,89,6.2,5.6,7.3,21.3,0,9.17,0,0,0,3.5,NA,"Loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",1,1,"April-August",1,"soil texture does not match"
"Onion","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.24,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.21,5.01,27.46,"None","","None","","None","None",0,89,6.2,5.6,7.3,21.3,0,9.17,0,0,0,3.5,NA,"Loam","Sandy loam","Shallow (6-12 inches)","6.0-7.0","Cool-season (Hardy)","6.0","7.0","Low","High","High","High","-","High","Tolerant",NA,"1-8 months",150,90,"65-75","32",40,"Apply 8 ounces (one-half pound) of N per 100 foot of row 3 weeks after planting. Repeat every two to three weeks until the necks start to soften. Avoid applying N after bulbs begin to form as this can result in late maturity, large necks that are difficult to cure, soft onion bulbs, and overall poor storage quality.",3,3,"May-September",1,"soil texture does not match"
"Peas","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.28,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.55,26.66,"None","","None","","None","None",8,86,6.7,5.85,7.3,27.9,0,2.82,0,0,0,6,NA,"Clay loam","Clay","Moderate (18-24 inches)","6.0-7.5","Cool-season (Hardy)","6.0","7.5","Low","Low","Low","Medium","-","High",NA,"Tolerant","1-2 weeks",75,56,"90-98","32",39,"Approximately 80% of the N requirement of peas comes from nitrogen fixation by Rhizobia. Apply one-half pound of N per 1000 square foot area at seeding if the soil test shows the N-NO3 level below 5 ppm. This will help ensure nitrogen deficiency does not occur before N fixation occurs. Rhizobia inoculation is strongly recommended.",1,0,"Fall",2,"soil texture does not match, this soil's drainage may be limited"
"Peas","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.28,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.55,26.66,"None","","None","","None","None",8,86,6.7,5.85,7.3,27.9,0,2.82,0,0,0,6,NA,"Clay loam","Clay","Moderate (18-24 inches)","6.0-7.5","Cool-season (Hardy)","6.0","7.5","Low","Low","Low","Medium","-","High",NA,"Tolerant","1-2 weeks",75,56,"90-98","32",39,"Approximately 80% of the N requirement of peas comes from nitrogen fixation by Rhizobia. Apply one-half pound of N per 1000 square foot area at seeding if the soil test shows the N-NO3 level below 5 ppm. This will help ensure nitrogen deficiency does not occur before N fixation occurs. Rhizobia inoculation is strongly recommended.",1,4,"September-November",2,"soil texture does not match, this soil's drainage may be limited"
"Peas","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.293333333333333,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.176666666666667,4.58,26.8,"None","","None","","None","None",5,89,6.33333333333333,5.76666666666667,7.3,24.9666666666667,0,2.82,0,0,0,3.75,NA,"Clay loam","Clay","Moderate (18-24 inches)","6.0-7.5","Cool-season (Hardy)","6.0","7.5","Low","Low","Low","Medium","-","High",NA,"Tolerant","1-2 weeks",75,56,"90-98","32",39,"Approximately 80% of the N requirement of peas comes from nitrogen fixation by Rhizobia. Apply one-half pound of N per 1000 square foot area at seeding if the soil test shows the N-NO3 level below 5 ppm. This will help ensure nitrogen deficiency does not occur before N fixation occurs. Rhizobia inoculation is strongly recommended.",1,0,"Fall",1,"soil texture does not match"
