cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
22074068,10514,ENG - Construction Materials; Reclamation,0,10514,ENG - Construction Materials; Reclamation,0,0,Poor,0.5,Fair,0.5,Fair,0.896,Fair,0,0,0,1572074457
22074068,62848,SOH - Agricultural Organic Soil Subsidence,4,63589,SAS - Drainage Class Not Subaqueous (suit),1,1,Subaerial,1,Subaerial,1,Subaerial,1,Subaerial,0,0,0,1572074458
22074068,20461,DHS - Site for Composting Facility - Surface,2,20465,Depth to Saturation (100-200cm),1,0.903,Wetness,0.903,Wetness,0.903,Wetness,0.903,Wetness,0,0,0,1572074459
22074068,23578,"WMS - Irrigation, Sprinkler (close spaced outlet drops)",2,23618,WMS - Surface Water Erosion Indicator,1,0.711,Water Erosion,0.711,Water Erosion,0.711,Water Erosion,0.711,Water Erosion,0,0,0,1572074460
22074068,10514,ENG - Construction Materials; Reclamation,1,10470,Organic Matter < 1% to a Depth of 72 inches,1,0,Low content of organic matter,0.5,Low content of organic matter,0.5,Low content of organic matter,1,No organic matter limitation,0,0,0,1572074461
22074068,62848,SOH - Agricultural Organic Soil Subsidence,5,63580,SOH - Subsidence pH,1,0.961,pH,1,pH,1,pH,1,pH,0,0,0,1572074462
22074068,20461,DHS - Site for Composting Facility - Surface,3,20466,"Slope 3 to 8 percent, Limitation",1,0.4,Slope,0.8,Slope,0.8,Slope,1,Slope,0,0,0,1572074463
22074068,23579,"WMS - Irrigation, Sprinkler (general)",0,23579,"WMS - Irrigation, Sprinkler (general)",0,0,Not limited,0.025,Somewhat limited,0.025,Somewhat limited,0.222,Somewhat limited,0,0,0,1572074464
22074068,10514,ENG - Construction Materials; Reclamation,2,10367,pH Minimum (acid),1,0.387,Too acid,0.843,Too acid,0.843,Too acid,1,No acidity limitation,0,0,0,1572074465
22074068,70134,SOH - Dynamic Soil Properties Response to Biochar,0,70134,SOH - Dynamic Soil Properties Response to Biochar,0,0.408,Fair response,0.516,Good response,0.516,Good response,0.555,Good response,0,0,0,1572074466
22074068,20461,DHS - Site for Composting Facility - Surface,4,20487,Precipitation,1,0.049,Low precipitation,0.065,Low precipitation,0.065,Low precipitation,0.078,Low precipitation,0,0,0,1572074467
22074068,23579,"WMS - Irrigation, Sprinkler (general)",1,23600,WMS - Slopes 6 to 15% (PAN),1,0,No slope limitation,0.025,"Slope, sprinkler irrigation",0.025,"Slope, sprinkler irrigation",0.222,"Slope, sprinkler irrigation",0,0,0,1572074468
22074068,10514,ENG - Construction Materials; Reclamation,3,10368,Erodibility Factor Maximum,1,0.896,Water erosion,0.896,Water erosion,0.896,Water erosion,0.896,Water erosion,0,0,0,1572074469
22074068,70134,SOH - Dynamic Soil Properties Response to Biochar,1,70132,SOH - AWC Average 0-30cm,1,0,AWC response low,0,AWC response low,0,AWC response low,0,AWC response low,0,0,0,1572074470
22074068,20461,DHS - Site for Composting Facility - Surface,5,20488,Temperature,1,0.057,Extreme soil temperatures,0.057,Extreme soil temperatures,0.057,Extreme soil temperatures,0.057,Extreme soil temperatures,0,0,0,1572074471
22074068,37167,"WMS - Subsurface Water Management, System Installation",0,37167,"WMS - Subsurface Water Management, System Installation",0,0.01,Somewhat limited,0.025,Somewhat limited,0.025,Somewhat limited,1,Very limited,0,0,0,1572074472
22074068,10514,ENG - Construction Materials; Reclamation,4,20945,"Clay Content Thickest Layer to 40 inches, revised",1,0.664,Too clayey,0.998,Too clayey,0.998,Too clayey,1,Too clayey,0,0,0,1572074473
22074068,70134,SOH - Dynamic Soil Properties Response to Biochar,2,70131,SOH - Ksat Max 0-30cm,1,0,Ksat response low,0,Ksat response low,0,Ksat response low,0,Ksat response low,0,0,0,1572074474
22074068,70148,ENG - Deep Infiltration Systems,0,70148,ENG - Deep Infiltration Systems,0,1,Severely limited,1,Severely limited,1,Severely limited,1,Severely limited,0,0,0,1572074475
22074068,37167,"WMS - Subsurface Water Management, System Installation",1,37166,WMS - Slopes 6 to 15%,1,0,Slope,0.025,Slope,0.025,Slope,0.222,Slope,0,0,0,1572074476
22074068,10028,ENG - Construction Materials; Roadfill,0,10028,ENG - Construction Materials; Roadfill,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1572074477
22074068,70134,SOH - Dynamic Soil Properties Response to Biochar,3,70123,SOH - MEQ 0-30cm,1,0.213,Adsorptive capacity response,0.213,Adsorptive capacity response,0.213,Adsorptive capacity response,0.213,Adsorptive capacity response,0,0,0,1572074478
22074068,70148,ENG - Deep Infiltration Systems,1,26523,SWM - Deep Infiltration System Water Table Depth 150-200cm,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1572074479
22074068,297,FOR - Road Suitability (Natural Surface),0,297,FOR - Road Suitability (Natural Surface),0,0.5,Moderately suited,0.5,Moderately suited,0.5,Moderately suited,0.5,Moderately suited,1,1,0,1572074480
22074068,10028,ENG - Construction Materials; Roadfill,1,10029,Low Strength (AASHTO GIN in depth or Restriction),1,0,Low strength,0,Low strength,0,Low strength,0,Low strength,0,0,0,1572074481
22074068,70134,SOH - Dynamic Soil Properties Response to Biochar,4,70130,SOH - Bulk Density Ratio Max 0-30cm,1,0.702,Bulk density response,0.702,Bulk density response,0.702,Bulk density response,0.702,Bulk density response,0,0,0,1572074482
22074068,70148,ENG - Deep Infiltration Systems,2,26520,SWM - Deep Infiltration System Ksat 120-180cm,1,0.29,Water movement,1,Water movement,1,Water movement,1,Water movement,0,0,0,1572074483
22074068,297,FOR - Road Suitability (Natural Surface),1,329,Strength Limitation (2),1,0.5,Low strength,0.5,Low strength,0.5,Low strength,0.5,Low strength,1,1,0,1572074484
22074068,10028,ENG - Construction Materials; Roadfill,2,23779,"Dust PM10 and PM2.5 Generation, Suitability",1,0.8,Dusty,0.8,Dusty,0.8,Dusty,0.8,Dusty,0,0,0,1572074485
22074068,70134,SOH - Dynamic Soil Properties Response to Biochar,5,70122,SOH - pH WTD_AVG 0-30 Suitability,1,0.02,pH response,0.741,pH response,0.741,pH response,1,pH response greatest,0,0,0,1572074486
22074068,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),3,41913,"MIL - Slope Military Vehicle Type 3, 4 & 5",1,0.975,Slope,0.985,Slope,0.985,Slope,0.992,Slope,0,0,0,1572074487
22074068,297,FOR - Road Suitability (Natural Surface),2,323,Slope Limitation (<6% to >12%),1,0,Slope,0.5,Slope,0.5,Slope,0.5,Slope,0,0,0,1572074488
22074068,10028,ENG - Construction Materials; Roadfill,3,10511,Low Shrink-Swell (25 to 150cm or Restrictive Layer) Wt_Ave,1,0.531,Shrink-swell,0.94,Shrink-swell,0.94,Shrink-swell,1,No shrink-swell limitation,0,0,0,1572074489
22074068,70154,SOH - Limitations for Aerobic Soil Organisms,0,70154,SOH - Limitations for Aerobic Soil Organisms,0,0.174,Somewhat limited,0.174,Somewhat limited,0.174,Somewhat limited,0.389,Somewhat limited,0,0,0,1572074490
22074068,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),0,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),0,0.975,Excellent,0.985,Excellent,0.985,Excellent,0.992,Excellent,0,0,0,1572074491
22074068,297,FOR - Road Suitability (Natural Surface),3,23660,Dust PM10 and PM2.5 Generation,1,0.042,Dusty,0.042,Dusty,0.042,Dusty,0.042,Dusty,0,0,0,1572074492
22074068,10332,ENG - Construction Materials; Sand Source,0,10332,ENG - Construction Materials; Sand Source,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1572074493
22074068,70154,SOH - Limitations for Aerobic Soil Organisms,1,70156,SOH - Organism Habitat - Mean Annual Air Temperature (Lim),1,0.174,Mean annual air temperature somewhat limiting,0.174,Mean annual air temperature somewhat limiting,0.174,Mean annual air temperature somewhat limiting,0.174,Mean annual air temperature somewhat limiting,0,0,0,1572074494
22074068,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),1,41913,"MIL - Slope Military Vehicle Type 3, 4 & 5",1,0.975,Slope,0.985,Slope,0.985,Slope,0.992,Slope,0,0,0,1572074495
22074068,281,FOR - Soil Rutting Hazard,0,281,FOR - Soil Rutting Hazard,0,1,Severe,1,Severe,1,Severe,1,Severe,0,1,0,1572074496
22074068,10332,ENG - Construction Materials; Sand Source,1,23704,Sand Bottom Layer (revised),1,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,0,0,1572074497
22074068,70154,SOH - Limitations for Aerobic Soil Organisms,2,70163,SOH - Organic Matter to a Depth of 30 cm Limiting,1,0.043,Organic matter content somewhat limiting,0.173,Organic matter content somewhat limiting,0.173,Organic matter content somewhat limiting,0.389,Organic matter content somewhat limiting,0,0,0,1572074498
22074068,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),0,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),0,0.85,Good,0.85,Good,0.85,Good,0.85,Good,0,0,0,1572074499
22074068,281,FOR - Soil Rutting Hazard,1,640,Strength Limitation (3),1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,1,0,1572074500
22074068,10332,ENG - Construction Materials; Sand Source,2,21969,Sand Thickest Layer (revised),1,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,0,0,1572074501
22074068,70154,SOH - Limitations for Aerobic Soil Organisms,3,70165,SOH - Organisms Clay Content WTD_AVG to 30 cm Limiting,1,0.08,Clay content somewhat limiting,0.162,Clay content somewhat limiting,0.162,Clay content somewhat limiting,0.37,Clay content somewhat limiting,0,0,0,1572074502
22074068,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),1,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.85,Slippery,0.85,Slippery,0.85,Slippery,0.85,Slippery,0,0,0,1572074503
22074068,54580,Fragile Soil Index,0,54580,Fragile Soil Index,0,0.34,Moderately fragile,0.342,Moderately fragile,0.342,Moderately fragile,0.346,Moderately fragile,0,0,0,1572074504
22074068,393,ENG - Dwellings With Basements,0,393,ENG - Dwellings With Basements,0,0.612,Somewhat limited,0.612,Somewhat limited,0.612,Somewhat limited,0.612,Somewhat limited,0,0,0,1572074505
22074068,70154,SOH - Limitations for Aerobic Soil Organisms,4,70164,SOH - Organism Habitat - Bulk Density Limitation 0 to 30cm,1,0.015,Bulk density somewhat  limiting,0.015,Bulk density somewhat  limiting,0.015,Bulk density somewhat  limiting,0.015,Bulk density somewhat  limiting,0,0,0,1572074506
22074068,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),2,41914,MIL - Slope Military Vehicle Type 6 (NSSC),1,0.868,Slope,0.92,Slope,0.92,Slope,0.959,Slope,0,0,0,1572074507
22074068,54580,Fragile Soil Index,1,54581,Vegetative Cover,1,0.92,Low vegetative cover,0.92,Low vegetative cover,0.92,Low vegetative cover,0.92,Low vegetative cover,0,0,0,1572074508
22074068,393,ENG - Dwellings With Basements,1,304,"Wet, Ground Water Near the Surface (75 - 180cm)",1,0.612,Depth to saturated zone,0.612,Depth to saturated zone,0.612,Depth to saturated zone,0.612,Depth to saturated zone,0,0,0,1572074509
22074068,70154,SOH - Limitations for Aerobic Soil Organisms,5,70155,SOH - Soil Organism Habitat pH,1,0,pH not limiting,0.01,pH somewhat limiting,0.01,pH somewhat limiting,0.192,pH somewhat limiting,0,0,0,1572074510
22074068,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),3,25671,"MIL - Soil Strength Veh-6, VCI-1 wet season, Revised",1,0.94,Low strength,0.94,Low strength,0.94,Low strength,0.94,Low strength,0,0,0,1572074511
22074068,54580,Fragile Soil Index,2,54639,Structure Index of Surface,1,0.75,Weakly structured,0.75,Weakly structured,0.75,Weakly structured,0.75,Weakly structured,0,0,0,1572074512
22074068,393,ENG - Dwellings With Basements,2,23807,"Shrink-Swell (LEP WTD_AVG Above Bedrock or 60"") (revised)",1,0.236,Shrink-swell,0.236,Shrink-swell,0.236,Shrink-swell,0.236,Shrink-swell,0,0,0,1572074513
22074068,62834,SOH - Organic Matter Depletion,0,62834,SOH - Organic Matter Depletion,0,0.571,OM depletion moderate,0.592,OM depletion moderate,0.592,OM depletion moderate,0.631,OM depletion moderately high,0,0,0,1572074514
22074068,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),0,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),0,0.738,Moderately high inherent productivity,0.915,High inherent productivity,0.915,High inherent productivity,0.923,High inherent productivity,0,0,0,1572074515
22074068,54580,Fragile Soil Index,3,54579,Organic Matter in surface Layer,1,0.669,Low organic matter,0.669,Low organic matter,0.669,Low organic matter,0.669,Low organic matter,0,0,0,1572074516
22074068,402,"ENG - Lawn, Landscape, Golf Fairway",0,402,"ENG - Lawn, Landscape, Golf Fairway",0,0.042,Somewhat limited,0.042,Somewhat limited,0.042,Somewhat limited,0.042,Somewhat limited,0,0,0,1572074517
22074068,62834,SOH - Organic Matter Depletion,1,63583,SOH - Oxygen Exclusion During the Growing Season,1,1,Well aerated,1,Well aerated,1,Well aerated,1,Well aerated,0,0,0,1572074518
22074068,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),1,46238,Impacted soil,1,0,No limitation,0,No limitation,0,No limitation,0,No limitation,0,0,0,1572074519
22074068,54580,Fragile Soil Index,4,54638,Slope full range,1,0.069,Gently sloping,0.082,Gently sloping,0.082,Gently sloping,0.1,Strongly sloping,0,0,0,1572074520
22074068,402,"ENG - Lawn, Landscape, Golf Fairway",1,23660,Dust PM10 and PM2.5 Generation,1,0.042,Dusty,0.042,Dusty,0.042,Dusty,0.042,Dusty,0,0,0,1572074521
22074068,62834,SOH - Organic Matter Depletion,2,63585,"Water Gathering Surface, Organic Depletion",1,1,Not water gathering surface,1,Not water gathering surface,1,Not water gathering surface,1,Not water gathering surface,0,0,0,1572074522
22074068,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),2,37150,NCCPI - NCCPI Cotton Submodel (II),1,0.001,Cotton,0.001,Cotton,0.001,Cotton,0.001,Cotton,0,0,0,1572074523
22074068,883,"GRL - Fencing, Post Depth =<36 inches",0,883,"GRL - Fencing, Post Depth =<36 inches",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,1,1,0,1572074524
22074068,70151,ENG - Lined Retention Systems,0,70151,ENG - Lined Retention Systems,0,0.5,Somewhat limited,0.586,Somewhat limited,0.586,Somewhat limited,0.971,Somewhat limited,0,0,0,1572074525
22074068,62834,SOH - Organic Matter Depletion,3,63581,SOH - Organic Matter Loss Sensitivity,1,0.591,Moderate antecedent organic matter content,0.591,Moderate antecedent organic matter content,0.591,Moderate antecedent organic matter content,0.591,Moderate antecedent organic matter content,0,0,0,1572074526
22074068,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),3,37149,NCCPI - NCCPI Small Grains Submodel (II),1,0.623,Small grains,0.717,Small grains,0.717,Small grains,0.724,Small grains,0,0,0,1572074527
22074068,883,"GRL - Fencing, Post Depth =<36 inches",1,878,"GRL-Shrink-Swell of Thickest Layer, 0-36 inches",1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,1572074528
22074068,70151,ENG - Lined Retention Systems,1,33411,SWM - Retention System Slope and Stability,1,0.121,Slope,0.586,Slope,0.586,Slope,0.971,Slope,0,0,0,1572074529
22074068,62834,SOH - Organic Matter Depletion,4,63586,SOH - Clay Content WTD_AVG to 30 cm Organic,1,0.205,Medium amount of clay surface area,0.416,Medium amount of clay surface area,0.416,Medium amount of clay surface area,0.805,Medium amount of clay surface area,0,0,0,1572074530
22074068,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),4,44492,NCCPI - NCCPI Soybeans Submodel (I),1,0.707,Soybeans,0.767,Soybeans,0.767,Soybeans,0.777,Soybeans,0,0,0,1572074531
22074068,883,"GRL - Fencing, Post Depth =<36 inches",2,857,GRL-Potential Frost Action = High,1,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0,0,0,1572074532
22074068,70151,ENG - Lined Retention Systems,2,33408,Water Spreading Surface,1,0.5,Water spreading surface,0.5,Water spreading surface,0.5,Water spreading surface,0.5,Water spreading surface,0,0,0,1572074533
22074068,62834,SOH - Organic Matter Depletion,5,63582,SOH - Mean Annual Air Temperature (Oxidation Rate Proxy),1,0.365,Moderate oxidation rate,0.365,Moderate oxidation rate,0.365,Moderate oxidation rate,0.365,Moderate oxidation rate,0,0,0,1572074534
22074068,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),5,57994,NCCPI - NCCPI Corn Submodel (I),1,0.738,Corn,0.915,Corn,0.915,Corn,0.923,Corn,0,0,0,1572074535
22074068,883,"GRL - Fencing, Post Depth =<36 inches",3,877,"GRL-Too Clayey, 0-36 inches",1,0.099,18 to 45% Clay,0.464,18 to 45% Clay,0.464,18 to 45% Clay,0.726,18 to 45% Clay,0,0,0,1572074536
22074068,70151,ENG - Lined Retention Systems,3,26941,SWM - Retention System Water Table Depth 60-180cm,1,0.067,Insufficient groundwater,0.067,Insufficient groundwater,0.067,Insufficient groundwater,0.067,Insufficient groundwater,0,0,0,1572074537
22074068,1405,URB/REC - Picnic Areas,0,1405,URB/REC - Picnic Areas,0,0.042,Somewhat limited,0.154,Somewhat limited,0.154,Somewhat limited,0.944,Somewhat limited,0,0,0,1572074538
22074068,10018,URB/REC - Off-Road Motorcycle Trails,0,10018,URB/REC - Off-Road Motorcycle Trails,0,0.042,Somewhat limited,0.042,Somewhat limited,0.042,Somewhat limited,0.042,Somewhat limited,0,0,0,1572074539
22074068,26588,Ground Penetrating Radar Penetration,0,26588,Ground Penetrating Radar Penetration,0,0.5,Moderate penetration,0.5,Moderate penetration,0.5,Moderate penetration,0.5,Moderate penetration,0,0,0,1572074540
22074068,70151,ENG - Lined Retention Systems,4,26956,SWM - Vegetation Establishment Difficulty,1,0.052,Vegetation establishment,0.052,Vegetation establishment,0.052,Vegetation establishment,0.1,Vegetation establishment,0,0,0,1572074541
22074068,1405,URB/REC - Picnic Areas,1,10624,"Percolation & Taxon Modification  to 40""",1,0,Ksat not restrictive,0.154,Slow water movement,0.154,Slow water movement,0.944,Slow water movement,0,0,0,1572074542
22074068,10018,URB/REC - Off-Road Motorcycle Trails,1,23660,Dust PM10 and PM2.5 Generation,1,0.042,Dusty,0.042,Dusty,0.042,Dusty,0.042,Dusty,0,0,0,1572074543
22074068,26588,Ground Penetrating Radar Penetration,1,26595,"GPR - Attenuation Due to Clay, Water, and Exchangeable Ions",1,0.5,"Attenuation due to clay, water, and exchangeable ions",0.5,"Attenuation due to clay, water, and exchangeable ions",0.5,"Attenuation due to clay, water, and exchangeable ions",0.5,"Attenuation due to clay, water, and exchangeable ions",0,0,0,1572074544
22074068,979,ENG - Sanitary Landfill (Area),0,979,ENG - Sanitary Landfill (Area),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1572074545
22074068,1405,URB/REC - Picnic Areas,2,23660,Dust PM10 and PM2.5 Generation,1,0.042,Dusty,0.042,Dusty,0.042,Dusty,0.042,Dusty,0,0,0,1572074546
22074068,1411,URB/REC - Playgrounds,0,1411,URB/REC - Playgrounds,0,0.875,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1572074547
22074068,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),0,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),0,0.85,Good,0.85,Good,0.85,Good,0.85,Good,0,0,0,1572074548
22074068,979,ENG - Sanitary Landfill (Area),1,14500,Wetness Perched 45-90 and Apparent,1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1572074549
22074068,23576,"WMS - Irrigation, Micro (above ground)",0,23576,"WMS - Irrigation, Micro (above ground)",0,0,Not limited,0,Not limited,0,Not limited,0,Not limited,0,0,0,1572074550
22074068,1411,URB/REC - Playgrounds,1,10628,Slope 2 to 6%,1,0.875,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1572074551
22074068,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),1,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,0.85,Slippery,0.85,Slippery,0.85,Slippery,0.85,Slippery,0,0,0,1572074552
22074068,979,ENG - Sanitary Landfill (Area),2,23660,Dust PM10 and PM2.5 Generation,1,0.042,Dusty,0.042,Dusty,0.042,Dusty,0.042,Dusty,0,0,0,1572074553
22074068,23574,"WMS - Irrigation, Surface (level)",0,23574,"WMS - Irrigation, Surface (level)",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1572074554
22074068,1411,URB/REC - Playgrounds,2,10624,"Percolation & Taxon Modification  to 40""",1,0,Ksat not restrictive,0.154,Slow water movement,0.154,Slow water movement,0.944,Slow water movement,0,0,0,1572074555
22074068,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),2,25664,"MIL - Soil Strength Veh-2, VCI-50 wet season, Revised",1,0.95,Low strength,0.95,Low strength,0.95,Low strength,0.95,Low strength,0,0,0,1572074556
22074068,302,ENG - Shallow Excavations,0,302,ENG - Shallow Excavations,0,0.612,Somewhat limited,0.612,Somewhat limited,0.612,Somewhat limited,0.612,Somewhat limited,0,0,0,1572074557
22074068,23574,"WMS - Irrigation, Surface (level)",1,23599,WMS - Slopes >2%,1,1,Slope,1,Slope,1,Slope,1,Slope,0,0,0,1572074558
22074068,1411,URB/REC - Playgrounds,3,23660,Dust PM10 and PM2.5 Generation,1,0.042,Dusty,0.042,Dusty,0.042,Dusty,0.042,Dusty,0,0,0,1572074559
22074068,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),3,34614,MIL - Slope Military Vehicle Type 1 & 2,1,0.984,Slope,0.99,Slope,0.99,Slope,0.995,Slope,0,0,0,1572074560
22074068,302,ENG - Shallow Excavations,1,304,"Wet, Ground Water Near the Surface (75 - 180cm)",1,0.612,Depth to saturated zone,0.612,Depth to saturated zone,0.612,Depth to saturated zone,0.612,Depth to saturated zone,0,0,0,1572074561
22074068,23574,"WMS - Irrigation, Surface (level)",2,23613,Ksat Minimum; 0.14 to 1.4um/sec; 0 to 50cm,1,0.032,Rapid water movement,0.032,Rapid water movement,0.032,Rapid water movement,0.032,Rapid water movement,0,0,0,1572074562
22074068,10954,"WMS - Embankments, Dikes, and Levees",0,10954,"WMS - Embankments, Dikes, and Levees",0,0.042,Somewhat limited,0.042,Somewhat limited,0.042,Somewhat limited,0.042,Somewhat limited,0,0,0,1572074563
22074068,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),0,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),0,0.984,Excellent,0.99,Excellent,0.99,Excellent,0.995,Excellent,0,0,0,1572074564
22074068,302,ENG - Shallow Excavations,2,23660,Dust PM10 and PM2.5 Generation,1,0.042,Dusty,0.042,Dusty,0.042,Dusty,0.042,Dusty,0,0,0,1572074565
22074068,978,WMS - Pond Reservoir Area,0,978,WMS - Pond Reservoir Area,0,0.32,Somewhat limited,0.92,Somewhat limited,0.92,Somewhat limited,1,Very limited,0,0,0,1572074566
22074068,10954,"WMS - Embankments, Dikes, and Levees",1,23660,Dust PM10 and PM2.5 Generation,1,0.042,Dusty,0.042,Dusty,0.042,Dusty,0.042,Dusty,0,0,0,1572074567
22074068,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),1,34614,MIL - Slope Military Vehicle Type 1 & 2,1,0.984,Slope,0.99,Slope,0.99,Slope,0.995,Slope,0,0,0,1572074568
22074068,302,ENG - Shallow Excavations,3,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1572074569
22074068,978,WMS - Pond Reservoir Area,1,21927,Slope 3 to 8 percent,1,0.32,Slope,0.92,Slope,0.92,Slope,1,Slope,0,0,0,1572074570
22074068,10887,WMS - Excavated Ponds (Aquifer-fed),0,10887,WMS - Excavated Ponds (Aquifer-fed),0,0.806,Somewhat limited,0.806,Somewhat limited,0.806,Somewhat limited,1,Very limited,0,0,0,1572074571
22074068,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),0,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),0,0.85,Good,0.85,Good,0.85,Good,0.85,Good,0,0,0,1572074572
22074068,395,ENG - Small Commercial Buildings,0,395,ENG - Small Commercial Buildings,0,0.373,Somewhat limited,0.881,Somewhat limited,0.881,Somewhat limited,1,Very limited,0,0,0,1572074573
22074068,978,WMS - Pond Reservoir Area,2,986,"Seepage 50 - 180cm (20-72"")",1,0,No seepage,0.704,Seepage,0.704,Seepage,0.811,Seepage,0,0,0,1572074574
22074068,10887,WMS - Excavated Ponds (Aquifer-fed),1,10986,Deep to Apparent Water Table,1,0.806,Depth to saturated zone,0.806,Depth to saturated zone,0.806,Depth to saturated zone,0.806,Depth to saturated zone,0,0,0,1572074575
22074068,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),1,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,0.85,Slippery,0.85,Slippery,0.85,Slippery,0.85,Slippery,0,0,0,1572074576
22074068,395,ENG - Small Commercial Buildings,1,288,Sloping 3.9 to > 8%,1,0.144,Slope,0.881,Slope,0.881,Slope,1,Slope,0,0,0,1572074577
22074068,235,AWM - Land Application of Municipal Sewage Sludge,0,235,AWM - Land Application of Municipal Sewage Sludge,0,0,Not limited,0.219,Somewhat limited,0.219,Somewhat limited,1,Very limited,0,0,0,1572074578
22074068,10887,WMS - Excavated Ponds (Aquifer-fed),2,10888,Percolation Rate (Layers Within an Apparent Water Table),1,0.189,Slow refill,0.296,Slow refill,0.296,Slow refill,1,Slow refill,0,0,0,1572074579
22074068,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),2,25663,"MIL - Soil Strength Veh-3, VCI-1 wet season, Revised",1,0.96,Low strength,0.96,Low strength,0.96,Low strength,0.96,Low strength,0,0,0,1572074580
22074068,395,ENG - Small Commercial Buildings,2,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,0.373,Shrink-swell,0.373,Shrink-swell,0.373,Shrink-swell,0.373,Shrink-swell,0,0,0,1572074581
22074068,235,AWM - Land Application of Municipal Sewage Sludge,1,202,Percolation (1 - 4 um/sec) 0 to 60 Inches,1,0,Ksat not restrictive,0.219,Slow water movement,0.219,Slow water movement,1,Slow water movement,0,0,0,1572074582
22074068,10887,WMS - Excavated Ponds (Aquifer-fed),3,10988,Cutbank Caving and Apparent Water Table,1,0.1,Unstable excavation walls,0.1,Unstable excavation walls,0.1,Unstable excavation walls,0.1,Unstable excavation walls,0,0,0,1572074583
22074068,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),3,41913,"MIL - Slope Military Vehicle Type 3, 4 & 5",1,0.975,Slope,0.985,Slope,0.985,Slope,0.992,Slope,0,0,0,1572074584
22074068,70153,ENG - Unlined Retention Systems,0,70153,ENG - Unlined Retention Systems,0,0.533,Somewhat limited,0.586,Somewhat limited,0.586,Somewhat limited,0.971,Somewhat limited,0,0,0,1572074585
22074068,20791,DHS - Potential for Radioactive Sequestration,0,20791,DHS - Potential for Radioactive Sequestration,0,0.999,High sequestration potential,0.978,High sequestration potential,0.978,High sequestration potential,0.992,High sequestration potential,0,0,0,1572074586
22074068,49927,"WMS - Irrigation, Micro (subsurface drip)",0,49927,"WMS - Irrigation, Micro (subsurface drip)",0,0,Not limited,0.376,Somewhat limited,0.376,Somewhat limited,0.997,Somewhat limited,0,0,0,1572074587
